,article_name,article_quality,country,revision_id,population
22029,Monica Cirinnà,Stub,Italy,764443711,62466780
22030,Giorgio Sonnino,Stub,Italy,765120001,62466780
22031,Antonio Martino,Start,Italy,765409105,62466780
22032,Pietro Tradonico,Start,Italy,765543217,62466780
22033,Jovian Ceparius,Stub,Italy,765795169,62466780
22034,Marcello Tegalliano,Stub,Italy,765801575,62466780
22035,Leopoldo Torlonia,Stub,Italy,765932192,62466780
22036,Giammarco Montanari,Start,Italy,766101638,62466780
22037,Silvano Miniati,Stub,Italy,766284982,62466780
22038,Paola Binetti,Start,Italy,766303196,62466780
22039,Giuliano Volpe,Stub,Italy,766422362,62466780
22040,Marta Grande,Start,Italy,766502496,62466780
22041,Giancarlo Abete,Stub,Italy,766507239,62466780
22042,Gaetano De Sanctis,Start,Italy,767089135,62466780
22043,Enrico Cialdini,Start,Italy,767531891,62466780
22044,Giorgio Frassineti,Start,Italy,767652535,62466780
22045,Luca Romagnoli,Start,Italy,767937163,62466780
22046,Flaminio Piccoli,Stub,Italy,768022653,62466780
22047,Nello Formisano,Stub,Italy,768072213,62466780
22048,Paolo Cirino Pomicino,Start,Italy,768192522,62466780
22049,Giuseppe Drago,Stub,Italy,768561517,62466780
22050,Giampiero Catone,Start,Italy,768826125,62466780
22051,Imma Battaglia,Stub,Italy,769170616,62466780
22052,Umberto Klinger,B,Italy,769521917,62466780
22053,Ramona Badescu,Stub,Italy,769585892,62466780
22054,Giuseppe Ciarrapico,Start,Italy,769835530,62466780
22055,Massimo Morsello,Start,Italy,769862052,62466780
22056,Vincenzo Carollo,Stub,Italy,770131732,62466780
22057,Salvatore Chiantia,Stub,Italy,770305547,62466780
22058,Pasquale Villari,Start,Italy,770333236,62466780
22059,Catiuscia Marini,Stub,Italy,770473812,62466780
22060,Luigi Gasparotto,Stub,Italy,770918314,62466780
22061,Emilio Sereni,Stub,Italy,770918972,62466780
22062,Gustavo Ponza di San Martino,Stub,Italy,771194789,62466780
22063,Luigi Mercatelli,Stub,Italy,771197530,62466780
22064,Vincenzo Filonardi,Stub,Italy,771197852,62466780
22065,Paolo Renier,Stub,Italy,771227679,62466780
22066,Giovanni di Bardo Corsi,Start,Italy,771353238,62466780
22067,Pietro Soddu,Stub,Italy,771448847,62466780
22068,Francesco Ferrari (senator),Stub,Italy,771449055,62466780
22069,Luigi Crespellani,Stub,Italy,771449208,62466780
22070,Antonio Angelucci,Stub,Italy,771478048,62466780
22071,Francesco Schittulli,Start,Italy,771531526,62466780
22072,Giuseppe Pericu,Stub,Italy,771584290,62466780
22073,Claudio Burlando,Start,Italy,771595610,62466780
22074,Gelasio Caetani,Start,Italy,771809360,62466780
22075,Giovanni Malagodi,Start,Italy,772784890,62466780
22076,Mara Bizzotto,Stub,Italy,773012939,62466780
22077,Elisa De Berti,Stub,Italy,773022842,62466780
22078,Luciano Gasperini,Stub,Italy,773056915,62466780
22079,Graziano Girardi,Stub,Italy,773057602,62466780
22080,Giancarlo Scottà,Stub,Italy,773065536,62466780
22081,Stefano Stefani,Stub,Italy,773065598,62466780
22082,Giorgio Vido,Stub,Italy,773066857,62466780
22083,Raffaele Zanon,Stub,Italy,773066899,62466780
22084,Herbert Mayr,Stub,Italy,773260879,62466780
22085,Gaetano Saya,Stub,Italy,773272363,62466780
22086,Teodoro Cottrau,Stub,Italy,773594802,62466780
22087,Giacomo De Martino,Stub,Italy,774463701,62466780
22088,Giovanni Palamara,Stub,Italy,774877990,62466780
22089,Elisabetta Gardini,Start,Italy,775270825,62466780
22090,Alessandro Zan,Stub,Italy,775336274,62466780
22091,Vittorio Cecchi Gori,Stub,Italy,775595267,62466780
22092,Milly D'Abbraccio,Start,Italy,776465351,62466780
22093,Francesco Camero Medici,Stub,Italy,776577344,62466780
22094,Giovanni Cuomo,Stub,Italy,776702475,62466780
22095,Paolo Antonio Soderini,Start,Italy,777053038,62466780
22096,Bartolomeo Scala,Stub,Italy,777203480,62466780
22097,Giuliano Poletti,Stub,Italy,777287318,62466780
22098,Costantino Lazzari,Stub,Italy,778224098,62466780
22099,Tito Oro Nobili,Stub,Italy,778224323,62466780
22100,Ivan Matteo Lombardo,Stub,Italy,778225182,62466780
22101,Valdo Spini,Start,Italy,778226323,62466780
22102,Domenico Leccisi,Start,Italy,778985916,62466780
22103,Carlo Favagrossa,Stub,Italy,779133216,62466780
22104,Barbara Spinelli,Stub,Italy,779299983,62466780
22105,Giuseppe Prina,Start,Italy,779587900,62466780
22106,Leone Azzali,Stub,Italy,780299874,62466780
22107,Leopoldo Baracco,Stub,Italy,780308623,62466780
22108,Linda Lanzillotta,Start,Italy,780616008,62466780
22109,Lorenza Bonaccorsi,Start,Italy,781013357,62466780
22110,Claudia Pastorino,Stub,Italy,781072934,62466780
22111,Mercurino Gattinara,B,Italy,781180036,62466780
22112,Alessandro Contini-Bonacossi,Start,Italy,781444892,62466780
22113,Riccardo Zanella,Start,Italy,781539465,62466780
22114,Baldassarre Bonaiuti,B,Italy,781751332,62466780
22115,Giuseppe Volpi,Start,Italy,781985076,62466780
22116,List of governors of the Province of Zara,Start,Italy,781985555,62466780
22117,List of prefects of the Province of Istria,Stub,Italy,781985625,62466780
22118,Gabriele Adorno,Stub,Italy,782063768,62466780
22119,Lorenzo Ornaghi,Stub,Italy,782294345,62466780
22120,Ludovico Camangi,Stub,Italy,782513230,62466780
22121,Luigi Porro Lambertenghi,Stub,Italy,782525942,62466780
22122,Luis Durnwalder,Start,Italy,782532247,62466780
22123,Athina Cenci,Start,Italy,782547136,62466780
22124,Rambertino Buvalelli,C,Italy,783106668,62466780
22125,Pina Picierno,Start,Italy,783115148,62466780
22126,Marco Fedi,Stub,Italy,783384312,62466780
22127,Marco Reguzzoni,Start,Italy,783388567,62466780
22128,Mario Beccaria,Stub,Italy,783533626,62466780
22129,Mario Catania,Stub,Italy,783534851,62466780
22130,Mario Zotta,Stub,Italy,783545303,62466780
22131,Marisa Abbondanzieri,Stub,Italy,783553798,62466780
22132,Ettore Beggiato,Start,Italy,783635394,62466780
22133,Bartolomeo II della Scala,Stub,Italy,783889378,62466780
22134,Matteo Agosta,Stub,Italy,784003818,62466780
22135,Renzo De Felice,Start,Italy,784047394,62466780
22136,Giuseppe Falcomatà,Start,Italy,784509082,62466780
22137,Domingo Belgrano,Start,Italy,784613462,62466780
22138,Leopoldo Franchetti,C,Italy,784731584,62466780
22139,"Luigi, Count Cibrario",Start,Italy,784756298,62466780
22140,Renzo Rabellino,Start,Italy,785072485,62466780
22141,Rocco Girlanda,Stub,Italy,785147695,62466780
22142,Nello Rosselli,Start,Italy,785247762,62466780
22143,Francesco Carrara (jurist),Start,Italy,785271992,62466780
22144,Ettore Romoli,Stub,Italy,785491956,62466780
22145,Nicola Ottaviani,Stub,Italy,785497645,62466780
22146,Almerigo Grilz,Start,Italy,785594749,62466780
22147,Luigi Maria Bossi,Stub,Italy,785841359,62466780
22148,Giovanni Bacci,Stub,Italy,785945697,62466780
22149,Giancarlo Galan,Start,Italy,786066918,62466780
22150,Massimo Giorgetti,Stub,Italy,786067083,62466780
22151,Marino Finozzi,Stub,Italy,786067137,62466780
22152,Maria Luisa Coppola,Stub,Italy,786067170,62466780
22153,Giancarlo Conta,Stub,Italy,786067202,62466780
22154,Renato Chisso,Stub,Italy,786067248,62466780
22155,Stefano Valdegamberi,Start,Italy,786067416,62466780
22156,Remo Sernagiotto,Stub,Italy,786067639,62466780
22157,Davide Bendinelli,Stub,Italy,786067746,62466780
22158,Manuela Lanzarin,Start,Italy,786068024,62466780
22159,Massimo Federici,Stub,Italy,786201676,62466780
22160,Francesco Picardi,Stub,Italy,786221082,62466780
22161,Piero Gobetti,Start,Italy,786494932,62466780
22162,Riccardo Nencini,Stub,Italy,786681534,62466780
22163,Saverio Fava,Start,Italy,787021647,62466780
22164,Piero Ginori Conti,Start,Italy,787138253,62466780
22165,Silvius Magnago,Start,Italy,787154490,62466780
22166,Lorenzo Cesa,Start,Italy,787283642,62466780
22167,Marco Follini,Start,Italy,787284943,62466780
22168,Michela Montevecchi,Stub,Italy,787305410,62466780
22169,Giuseppe Montanelli,Start,Italy,787312503,62466780
22170,Altero Matteoli,Stub,Italy,787333649,62466780
22171,Andrea Ronchi,Stub,Italy,787344446,62466780
22172,Lorenzo Dellai,Stub,Italy,787437957,62466780
22173,Giovanni Pellegrino,Start,Italy,787506234,62466780
22174,Federico Pizzarotti,Stub,Italy,787545258,62466780
22175,Adriano Tilgher (politician),Start,Italy,787732228,62466780
22176,Oldrado da Tresseno,Start,Italy,787845515,62466780
22177,Alberto Ronchey,Start,Italy,787849340,62466780
22178,Carlo Filangieri,Start,Italy,787875617,62466780
22179,Francesco Saverio Salfi,Stub,Italy,787928553,62466780
22180,Gianfranco Rotondi,Start,Italy,788176592,62466780
22181,Simon Doria,Start,Italy,788271591,62466780
22182,"Sir John Acton, 6th Baronet",C,Italy,788286666,62466780
22183,Francesco Guicciardini (politician),Stub,Italy,788298055,62466780
22184,Tommaso Corsini,Stub,Italy,788317590,62466780
22185,Lorenzo Ginori Lisci,Stub,Italy,788319626,62466780
22186,Antonello Petrucci,Start,Italy,788367939,62466780
22187,Angelo Acciaioli di Cassano,Stub,Italy,788431791,62466780
22188,Michele Steno,Start,Italy,788432611,62466780
22189,Galeazzo Visconti (envoy),Stub,Italy,788432686,62466780
22190,Sandro Gozi,C,Italy,788531314,62466780
22191,Ormanno Tedici,Stub,Italy,788593417,62466780
22192,Simone Petrangeli,Stub,Italy,788633388,62466780
22193,Mario Borghezio,C,Italy,788777146,62466780
22194,Pierre Carniti,Stub,Italy,788777241,62466780
22195,Pino Rauti,B,Italy,788777251,62466780
22196,Marco Formentini (politician),Stub,Italy,788777316,62466780
22197,Margherita Boniver,Start,Italy,788777370,62466780
22198,Adelaide Aglietta,Stub,Italy,788777380,62466780
22199,Nereo Laroni,Stub,Italy,788777405,62466780
22200,Dacia Valent,C,Italy,788777432,62466780
22201,Pancrazio De Pasquale,Stub,Italy,788777473,62466780
22202,Filippo Amedeo,Stub,Italy,788778563,62466780
22203,Ettore Sacchi,Start,Italy,788779036,62466780
22204,Felice Cavallotti,Start,Italy,788779038,62466780
22205,Giovanni Bovio,Stub,Italy,788779066,62466780
22206,Umberto Ambrosoli,Stub,Italy,788859258,62466780
22207,Leopoldo Zunini,Stub,Italy,789019492,62466780
22208,Andrea Maffei,Start,Italy,789055482,62466780
22209,Angelo Vaccarezza,Stub,Italy,789209486,62466780
22210,Salvatore Lauricella,Stub,Italy,789260871,62466780
22211,Isabella Adinolfi,Stub,Italy,789261984,62466780
22212,Mario Baccini,Start,Italy,789262004,62466780
22213,Carlo Bon Compagni di Mombello,Stub,Italy,789262051,62466780
22214,Giovanni Battista Borea d'Olmo,Stub,Italy,789262058,62466780
22215,Carlo Cadorna,Start,Italy,789262068,62466780
22216,Raffaele Cappelli,Stub,Italy,789262079,62466780
22217,Luca Ceriscioli,Stub,Italy,789262088,62466780
22218,Angelo Maria Cicolani,Stub,Italy,789262101,62466780
22219,Andrea Costa,Start,Italy,789262104,62466780
22220,Aldo Finzi (politician),Start,Italy,789262278,62466780
22221,Gabriella Giammanco,Stub,Italy,789262301,62466780
22222,Ada Gobetti,C,Italy,789262327,62466780
22223,Antonio Greppi,Stub,Italy,789262328,62466780
22224,Stefano Jacini,Start,Italy,789262340,62466780
22225,Alexander Langer,Start,Italy,789262347,62466780
22226,Angela Maraventano,Stub,Italy,789262395,62466780
22227,Luigi Aldrovandi Marescotti,Stub,Italy,789262399,62466780
22228,Piero Marrazzo,Start,Italy,789262401,62466780
22229,Luigi Mazzella,Start,Italy,789262428,62466780
22230,Mara Mucci,Stub,Italy,789262449,62466780
22231,Mario Oliverio,Stub,Italy,789262459,62466780
22232,Giovanna Palma,Stub,Italy,789262475,62466780
22233,Giuseppe Paratore,Stub,Italy,789262484,62466780
22234,Alfonso Pecoraro Scanio,Start,Italy,789262494,62466780
22235,Carlo Pezzati,Stub,Italy,789262504,62466780
22236,Francesco Pigliaru,Stub,Italy,789262505,62466780
22237,Paola Pinna,Stub,Italy,789262509,62466780
22238,Michele Pinto,Stub,Italy,789262513,62466780
22239,Marcello Pittella,Stub,Italy,789262518,62466780
22240,Laura Ravetto,Stub,Italy,789262544,62466780
22241,Gessica Rostellato,Stub,Italy,789262586,62466780
22242,Antonio Ruberti,Start,Italy,789262588,62466780
22243,Daniela Sbrollini,Stub,Italy,789262599,62466780
22244,Ruggero Settimo,Start,Italy,789263335,62466780
22245,Elisa Simoni,Stub,Italy,789263338,62466780
22246,Giuseppe Vegas,Stub,Italy,789263390,62466780
22247,Liliana Ventricelli,Stub,Italy,789263396,62466780
22248,Roberto Villetti,Stub,Italy,789263405,62466780
22249,Vincenzo Visco,Start,Italy,789263418,62466780
22250,Mario Chiesa (politician),Stub,Italy,789263999,62466780
22251,Bobo Craxi,Stub,Italy,789264026,62466780
22252,Giuseppe Torri,Stub,Italy,789264419,62466780
22253,Maurizio Valenzi,Stub,Italy,789264437,62466780
22254,Max Ferrari,Stub,Italy,789265647,62466780
22255,Federico Seismit-Doda,Stub,Italy,789265755,62466780
22256,Giovanni Amendola,Start,Italy,789266513,62466780
22257,Mauro Poggia,Stub,Italy,789272337,62466780
22258,Ubaldino Peruzzi,Stub,Italy,789276615,62466780
22259,Luigi Guglielmo Cambray-Digny,Stub,Italy,789276779,62466780
22260,Giovanni Angelini,Stub,Italy,789278685,62466780
22261,Anna Maria Mozzoni,Start,Italy,789288030,62466780
22262,Franco Freda,C,Italy,789305050,62466780
22263,Delfo Zorzi,Start,Italy,789305121,62466780
22264,Riccardo Di Lucchesi,Stub,Italy,789309364,62466780
22265,Corrado Zoli,Stub,Italy,789310240,62466780
22266,Emilio Dulio,Stub,Italy,789310321,62466780
22267,Paolo Dosi,Start,Italy,789382132,62466780
22268,Renato Altissimo,Stub,Italy,789403611,62466780
22269,Antonino D'Agata,Stub,Italy,789463146,62466780
22270,Antonino Tringali-Casanova,Stub,Italy,789463627,62466780
22271,Antonio Armellini,Stub,Italy,789464634,62466780
22272,Antonio Bajamonti,C,Italy,789465227,62466780
22273,Antonio Graziadei,Start,Italy,789471568,62466780
22274,Filippo Doria Pamphili,Stub,Italy,789499978,62466780
22275,Armando Fresa,Stub,Italy,789732978,62466780
22276,Arnaldo Azzi,Stub,Italy,789757100,62466780
22277,Arturo Parisi,Start,Italy,789861519,62466780
22278,Francesco Guicciardini,B,Italy,790233789,62466780
22279,Chiara Moroni,Stub,Italy,790281477,62466780
22280,Irene Pivetti,Stub,Italy,790281903,62466780
22281,Laura Puppato,Stub,Italy,790283297,62466780
22282,Maria Chiara Carrozza,Start,Italy,790283848,62466780
22283,Stefania Giannini,Start,Italy,790283896,62466780
22284,Michela Murgia,Start,Italy,790283922,62466780
22285,Franca Dall'Olio,Stub,Italy,790283998,62466780
22286,Stefania Prestigiacomo,Start,Italy,790284450,62466780
22287,Italo Righi,Stub,Italy,790507450,62466780
22288,Barbara Contini,Start,Italy,790607947,62466780
22289,Giacomo Gualco,Stub,Italy,790902173,62466780
22290,Marco Doria,Stub,Italy,791018398,62466780
22291,Alfredo Siniscalchi,Stub,Italy,791150250,62466780
22292,Giuseppe Daodice,Stub,Italy,791150286,62466780
22293,Felice Napoleone Canevaro,Stub,Italy,791159458,62466780
22294,Ruggiero Gabaleone di Salmour,Stub,Italy,791161265,62466780
22295,Silvestro Centofanti,Stub,Italy,791161753,62466780
22296,Giovanni Filippo Galvagno,Stub,Italy,791178849,62466780
22297,Alfonso Barracco,Stub,Italy,791179022,62466780
22298,Giovanni Arrivabene,Stub,Italy,791182243,62466780
22299,Luigi Acquaviva,Stub,Italy,791184063,62466780
22300,Gino Cassinis,Stub,Italy,791203299,62466780
22301,Barbara Degani,Stub,Italy,791222877,62466780
22302,Giuseppe Spinelli (politician),Stub,Italy,791316595,62466780
22303,Antonio Pestalozza,Stub,Italy,791320761,62466780
22304,Carlo Villa (mayor),Stub,Italy,791321801,62466780
22305,Biagio Pace,Start,Italy,791331949,62466780
22306,Antonio Durini,Stub,Italy,791332944,62466780
22307,Piero Parini,Stub,Italy,791351563,62466780
22308,Gian Giacomo Gallarati Scotti,Stub,Italy,791354112,62466780
22309,Giuseppe De Capitani D'Arzago,Stub,Italy,791362731,62466780
22310,Luigi Freddi,Stub,Italy,791399209,62466780
22311,Luigi Barbiano di Belgioioso,Stub,Italy,791477670,62466780
22312,Luigi Mangiagalli,Stub,Italy,791478172,62466780
22313,Angelo Filippetti,Stub,Italy,791478599,62466780
22314,Emilio Caldara,Stub,Italy,791481292,62466780
22315,Emanuele Greppi,Stub,Italy,791482847,62466780
22316,Bassano Gabba,Stub,Italy,791488865,62466780
22317,Giuseppe Mussi,Stub,Italy,791489379,62466780
22318,Giuseppe Vigoni,Stub,Italy,791490100,62466780
22319,Gaetano Negri,Stub,Italy,791491432,62466780
22320,Giulio Belinzaghi,Stub,Italy,791495469,62466780
22321,Pietro Giubilo,Stub,Italy,791496320,62466780
22322,Ugo Vetere,Stub,Italy,791497413,62466780
22323,Luigi Petroselli,Stub,Italy,791498687,62466780
22324,Rinaldo Santini,Stub,Italy,791500052,62466780
22325,Glauco Della Porta,Stub,Italy,791500713,62466780
22326,Urbano Ciocchetti,Stub,Italy,791501349,62466780
22327,Salvatore Rebecchini,Stub,Italy,791503279,62466780
22328,Filippo Andrea VI Doria Pamphili,Stub,Italy,791503628,62466780
22329,Giovanni Orgera,Stub,Italy,791503861,62466780
22330,Giangiacomo Borghese,Stub,Italy,791504113,62466780
22331,Francesco Boncompagni Ludovisi,Stub,Italy,791504743,62466780
22332,Ettore Ponti,Stub,Italy,791505210,62466780
22333,Ludovico Spada Veralli Potenziani,Stub,Italy,791505263,62466780
22334,Filippo Cremonesi,Stub,Italy,791505614,62466780
22335,Giannetto Valli,Stub,Italy,791508517,62466780
22336,Luigi Rava,Stub,Italy,791508838,62466780
22337,Enrico Cruciani Alibrandi,Stub,Italy,791509383,62466780
22338,Augusto Armellini,Stub,Italy,791509706,62466780
22339,Alessandro Guiccioli,Stub,Italy,791510098,62466780
22340,Pietro Venturi,Stub,Italy,791511267,62466780
22341,Luigi Pianciani,Stub,Italy,791512386,62466780
22342,Francesco Rospigliosi Pallavicini,Stub,Italy,791512934,62466780
22343,Onorato Caetani,Stub,Italy,791513220,62466780
22344,Alberto Blanc,Stub,Italy,791514013,62466780
22345,Luigi Amedeo Melegari,Stub,Italy,791514634,62466780
22346,Pompeo Di Campello,Stub,Italy,791514978,62466780
22347,Enrico Costa (politician),Stub,Italy,791549032,62466780
22348,Ernesto Belloni,Stub,Italy,791585340,62466780
22349,Giuseppe Pasolini,Stub,Italy,791625381,62466780
22350,Rinaldo Ossola,Stub,Italy,791633680,62466780
22351,Marcello Visconti di Modrone,Stub,Italy,791792623,62466780
22352,Christian Abbiati,C,Italy,791960239,62466780
22353,Giuseppe Pisanu,Start,Italy,792019163,62466780
22354,Brunetto Latini,C,Italy,792058792,62466780
22355,Franca Falcucci,Start,Italy,792155175,62466780
22356,Tina Anselmi,C,Italy,792155218,62466780
22357,Rosy Bindi,Start,Italy,792155330,62466780
22358,Giovanna Melandri,Start,Italy,792155395,62466780
22359,Barbara Pollastrini,Start,Italy,792155581,62466780
22360,Mariastella Gelmini,C,Italy,792155658,62466780
22361,Michela Vittoria Brambilla,Start,Italy,792155862,62466780
22362,Anna Finocchiaro,Start,Italy,792155913,62466780
22363,Maria Carmela Lanzetta,Stub,Italy,792156333,62466780
22364,Marianna Madia,Start,Italy,792156784,62466780
22365,Bruno Ferrante,Stub,Italy,792489768,62466780
22366,Piero Torrigiani,Stub,Italy,792587379,62466780
22367,Giacomo Matteotti,C,Italy,792606929,62466780
22368,Ilona Staller,C,Italy,792678221,62466780
22369,Enrico Millo,Start,Italy,792817758,62466780
22370,Virgilio Ferrari,Stub,Italy,793143855,62466780
22371,Carlo Dossi,Start,Italy,793170384,62466780
22372,Diotisalvi Neroni,Stub,Italy,793271877,62466780
22373,Valentina Vezzali,C,Italy,793342332,62466780
22374,Leopoldo Elia,Stub,Italy,793516802,62466780
22375,Costanzo Ciano,Start,Italy,793584116,62466780
22376,Domenico Siniscalco,Stub,Italy,793629884,62466780
22377,Giancarlo Gentilini,Stub,Italy,793748545,62466780
